zone,hour_ts,hour,pred_utilization,price_threshold,price_smooth
1000,2022-07-16 12:00:00,12,0.1904293,15.0,14.120602150639861
1000,2022-07-16 13:00:00,13,0.21831046,15.0,14.37153259063986
1000,2022-07-16 14:00:00,14,0.22404866,15.0,14.42317639063986
1000,2022-07-16 15:00:00,15,0.22388443,15.0,14.42169832063986
1000,2022-07-16 16:00:00,16,0.22504339,15.0,14.43212896063986
1000,2022-07-16 17:00:00,17,0.22873953,15.0,14.46539422063986
1000,2022-07-16 18:00:00,18,0.22689754,15.0,14.44881631063986
1000,2022-07-16 19:00:00,19,0.24748473,15.0,14.63410102063986
1000,2022-07-16 20:00:00,20,0.28530166,15.0,14.97445339063986
1000,2022-07-16 21:00:00,21,0.3024881,15.0,15.129131350639861
1000,2022-07-16 22:00:00,22,0.32814533,15.0,15.36004642063986
1000,2022-07-16 23:00:00,23,0.3574435,15.0,15.623729950639861
1000,2022-07-17 00:00:00,0,0.3640792,15.0,15.683451250639859
1000,2022-07-17 01:00:00,1,0.35664615,15.0,15.616553800639858
1000,2022-07-17 02:00:00,2,0.36556992,15.0,15.696867730639859
1000,2022-07-17 03:00:00,3,0.3586086,15.0,15.634215850639858
1000,2022-07-17 04:00:00,4,0.35895783,15.0,15.637358920639858
1000,2022-07-17 05:00:00,5,0.3529808,15.0,15.58356565063986
1000,2022-07-17 06:00:00,6,0.34834942,15.0,15.54188323063986
1000,2022-07-17 07:00:00,7,0.32701635,15.0,15.34988560063986
1000,2022-07-17 08:00:00,8,0.2765841,15.0,14.89599535063986
1000,2022-07-17 09:00:00,9,0.26215962,15.0,14.766175030639861
1000,2022-07-17 10:00:00,10,0.26888072,15.0,14.826664930639861
1000,2022-07-17 11:00:00,11,0.28688392,15.0,14.98869373063986
1000,2022-07-17 12:00:00,12,0.30304933,15.0,15.13418242063986
1000,2022-07-17 13:00:00,13,0.30000845,15.0,15.106814500639858
1000,2022-07-17 14:00:00,14,0.29406157,15.0,15.05329258063986
1000,2022-07-17 15:00:00,15,0.27820137,15.0,14.91055078063986
1000,2022-07-17 16:00:00,16,0.26623905,15.0,14.80288990063986
1000,2022-07-17 17:00:00,17,0.28605694,15.0,14.981250910639861
1000,2022-07-17 18:00:00,18,0.2967875,15.0,15.07782595063986
1000,2022-07-17 19:00:00,19,0.3347144,15.0,15.419168050639861
1000,2022-07-17 20:00:00,20,0.32952604,15.0,15.37247281063986
1000,2022-07-17 21:00:00,21,0.32535514,15.0,15.334934710639862
1000,2022-07-17 22:00:00,22,0.33526868,15.0,15.424156570639859
1000,2022-07-17 23:00:00,23,0.3477021,15.0,15.536057350639862
1000,2022-07-18 00:00:00,0,0.36322212,15.0,15.675737530639859
1000,2022-07-18 01:00:00,1,0.36126924,15.0,15.658161610639862
1000,2022-07-18 02:00:00,2,0.3636226,15.0,15.679341850639862
1000,2022-07-18 03:00:00,3,0.37157464,15.0,15.75091021063986
1000,2022-07-18 04:00:00,4,0.3725858,15.0,15.76001065063986
1000,2022-07-18 05:00:00,5,0.36033604,15.0,15.649762810639858
1000,2022-07-18 06:00:00,6,0.35736856,15.0,15.62305549063986
1000,2022-07-18 07:00:00,7,0.30189836,15.0,15.123823690639862
1000,2022-07-18 08:00:00,8,0.23468934,15.0,14.51894251063986
1000,2022-07-18 09:00:00,9,0.19386318,15.0,14.15150707063986
1000,2022-07-18 10:00:00,10,0.2014643,15.0,14.21991715063986
1000,2022-07-18 11:00:00,11,0.21922144,15.0,14.379731410639861
1000,2022-07-18 12:00:00,12,0.22233084,15.0,14.407716010639861
1000,2022-07-18 13:00:00,13,0.22446357,15.0,14.42691058063986
1000,2022-07-18 14:00:00,14,0.22189888,15.0,14.40382837063986
1000,2022-07-18 15:00:00,15,0.20352188,15.0,14.238435370639861
1000,2022-07-18 16:00:00,16,0.20833197,15.0,14.28172618063986
1000,2022-07-18 17:00:00,17,0.21146779,15.0,14.30994856063986
1000,2022-07-18 18:00:00,18,0.23192044,15.0,14.49402241063986
1000,2022-07-18 19:00:00,19,0.30099204,15.0,15.115666810639862
1000,2022-07-18 20:00:00,20,0.34438723,15.0,15.50622352063986
1000,2022-07-18 21:00:00,21,0.3334466,15.0,15.407757850639861
1000,2022-07-18 22:00:00,22,0.35182977,15.0,15.573206380639862
1000,2022-07-18 23:00:00,23,0.360637,15.0,15.652471450639858
1009,2022-07-13 05:00:00,5,0.40547383,15.0,16.05600292063986
1009,2022-07-13 06:00:00,6,0.3793831,15.0,15.82118635063986
1009,2022-07-13 07:00:00,7,0.33015677,15.0,15.37814938063986
1009,2022-07-13 08:00:00,8,0.24025106,15.0,14.568997990639861
1009,2022-07-13 09:00:00,9,0.18134652,10.5,14.03885713063986
1009,2022-07-13 10:00:00,10,0.17756298,10.5,14.00480527063986
1009,2022-07-13 11:00:00,11,0.17204031,10.5,13.95510124063986
1009,2022-07-13 12:00:00,12,0.17317535,10.5,13.965316600639861
1009,2022-07-13 13:00:00,13,0.16464002,10.5,13.88849863063986
1009,2022-07-13 14:00:00,14,0.15892988,10.5,13.83710737063986
1009,2022-07-13 15:00:00,15,0.21808463,15.0,14.369500120639861
1009,2022-07-13 16:00:00,16,0.16028942,10.5,13.84934323063986
1009,2022-07-13 17:00:00,17,0.16004033,10.5,13.84710142063986
1009,2022-07-13 18:00:00,18,0.19205205,15.0,14.13520690063986
1009,2022-07-13 19:00:00,19,0.273596,15.0,14.86910245063986
1009,2022-07-13 20:00:00,20,0.32225895,15.0,15.307069000639862
1009,2022-07-13 21:00:00,21,0.33339864,15.0,15.407326210639859
1009,2022-07-13 22:00:00,22,0.3658192,15.0,15.69911125063986
1009,2022-07-13 23:00:00,23,0.39828473,15.0,15.99130102063986
1009,2022-07-14 00:00:00,0,0.42172158,19.5,16.20223267063986
1009,2022-07-14 01:00:00,1,0.401953,15.0,16.02431545063986
1009,2022-07-14 02:00:00,2,0.3962706,15.0,15.97317385063986
1009,2022-07-14 03:00:00,3,0.40767705,15.0,16.07583190063986
1009,2022-07-14 04:00:00,4,0.4087993,15.0,16.08593215063986
1009,2022-07-14 05:00:00,5,0.4024877,15.0,16.02912775063986
1009,2022-07-14 06:00:00,6,0.39354217,15.0,15.94861798063986
1009,2022-07-14 07:00:00,7,0.3367261,15.0,15.437273350639858
1009,2022-07-14 08:00:00,8,0.2568352,15.0,14.71825525063986
1009,2022-07-14 09:00:00,9,0.18780781,15.0,14.09700874063986
1009,2022-07-14 10:00:00,10,0.16845992,10.5,13.922877730639861
1009,2022-07-14 11:00:00,11,0.15958841,10.5,13.843034140639862
1009,2022-07-14 12:00:00,12,0.15626808,10.5,13.81315117063986
1009,2022-07-14 13:00:00,13,0.15858734,10.5,13.83402451063986
1009,2022-07-14 14:00:00,14,0.1581756,10.5,13.830318850639859
1009,2022-07-14 15:00:00,15,0.15665923,10.5,13.81667152063986
1009,2022-07-14 16:00:00,16,0.13765362,10.5,13.645621030639859
1009,2022-07-14 17:00:00,17,0.16106816,10.5,13.85635189063986
1009,2022-07-14 18:00:00,18,0.17667624,10.5,13.99682461063986
1009,2022-07-14 19:00:00,19,0.24898449,15.0,14.64759886063986
1009,2022-07-14 20:00:00,20,0.3300085,15.0,15.37681495063986
1009,2022-07-14 21:00:00,21,0.31425008,15.0,15.234989170639858
1009,2022-07-14 22:00:00,22,0.33551347,15.0,15.426359680639859
1009,2022-07-14 23:00:00,23,0.34774885,15.0,15.536478100639858
1009,2022-07-15 00:00:00,0,0.3570303,15.0,15.62001115063986
1009,2022-07-15 01:00:00,1,0.35403445,15.0,15.59304850063986
1009,2022-07-15 02:00:00,2,0.35489148,15.0,15.600761770639862
1009,2022-07-15 03:00:00,3,0.35071307,15.0,15.56315608063986
1009,2022-07-15 04:00:00,4,0.34730536,15.0,15.53248669063986
1009,2022-07-15 05:00:00,5,0.3454692,15.0,15.51596125063986
1009,2022-07-15 06:00:00,6,0.34317198,15.0,15.495286270639859
1009,2022-07-15 07:00:00,7,0.30713138,15.0,15.17092087063986
1009,2022-07-15 08:00:00,8,0.23825467,15.0,14.55103048063986
1009,2022-07-15 09:00:00,9,0.20072025,15.0,14.21322070063986
1009,2022-07-15 10:00:00,10,0.14880022,10.5,13.74594043063986
1009,2022-07-15 11:00:00,11,0.1510799,10.5,13.76645755063986
1009,2022-07-15 12:00:00,12,0.15575865,10.5,13.80856630063986
1009,2022-07-15 13:00:00,13,0.13736835,10.5,13.64305360063986
1009,2022-07-15 14:00:00,14,0.13324124,10.5,13.605909610639861
1009,2022-07-15 15:00:00,15,0.12715593,10.5,13.55114182063986
1009,2022-07-15 16:00:00,16,0.13719004,10.5,13.641448810639861
1009,2022-07-15 17:00:00,17,0.13785891,10.5,13.647468640639861
1009,2022-07-15 18:00:00,18,0.15082043,10.5,13.76412232063986
1009,2022-07-15 19:00:00,19,0.21009399,15.0,14.297584360639862
1009,2022-07-15 20:00:00,20,0.29087958,15.0,15.02465467063986
1009,2022-07-15 21:00:00,21,0.30578396,15.0,15.15879409063986
1009,2022-07-15 22:00:00,22,0.32861045,15.0,15.364232500639861
1009,2022-07-15 23:00:00,23,0.32785094,15.0,15.357396910639858
1009,2022-07-16 00:00:00,0,0.33614936,15.0,15.432082690639861
1009,2022-07-16 01:00:00,1,0.3375034,15.0,15.444269050639862
1009,2022-07-16 02:00:00,2,0.3408851,15.0,15.474704350639861
1009,2022-07-16 03:00:00,3,0.3428404,15.0,15.492302050639859
1009,2022-07-16 04:00:00,4,0.34351087,15.0,15.49833628063986
1009,2022-07-16 05:00:00,5,0.34314266,15.0,15.49502239063986
1009,2022-07-16 06:00:00,6,0.34283745,15.0,15.49227550063986
1009,2022-07-16 07:00:00,7,0.3174793,15.0,15.264052150639861
1009,2022-07-16 08:00:00,8,0.26458892,15.0,14.78803873063986
1009,2022-07-16 09:00:00,9,0.24971898,15.0,14.65420927063986
1009,2022-07-16 10:00:00,10,0.23227304,15.0,14.497195810639859
1009,2022-07-16 11:00:00,11,0.21200864,15.0,14.31481621063986
1009,2022-07-16 12:00:00,12,0.2206223,15.0,14.392339150639861
1009,2022-07-16 13:00:00,13,0.21826962,15.0,14.37116503063986
1009,2022-07-16 14:00:00,14,0.23467116,15.0,14.51877889063986
1009,2022-07-16 15:00:00,15,0.21270922,15.0,14.32112143063986
1009,2022-07-16 16:00:00,16,0.20811886,15.0,14.279808190639859
1009,2022-07-16 17:00:00,17,0.2027766,15.0,14.23172785063986
1009,2022-07-16 18:00:00,18,0.22629008,15.0,14.44334917063986
1009,2022-07-16 19:00:00,19,0.2642174,15.0,14.78469505063986
1009,2022-07-16 20:00:00,20,0.30051938,15.0,15.11141287063986
1009,2022-07-16 21:00:00,21,0.3108222,15.0,15.204138250639861
1009,2022-07-16 22:00:00,22,0.32120702,15.0,15.29760163063986
1009,2022-07-16 23:00:00,23,0.33760914,15.0,15.445220710639859
1009,2022-07-17 00:00:00,0,0.35405082,15.0,15.593195830639859
1009,2022-07-17 01:00:00,1,0.35853717,15.0,15.633572980639862
1009,2022-07-17 02:00:00,2,0.36401126,15.0,15.68283979063986
1009,2022-07-17 03:00:00,3,0.3633373,15.0,15.676774150639858
1009,2022-07-17 04:00:00,4,0.3655306,15.0,15.696513850639862
1009,2022-07-17 05:00:00,5,0.35719216,15.0,15.621467890639861
1009,2022-07-17 06:00:00,6,0.35854936,15.0,15.63368269063986
1009,2022-07-17 07:00:00,7,0.33713368,15.0,15.440941570639861
1009,2022-07-17 08:00:00,8,0.29075828,15.0,15.02356297063986
1009,2022-07-17 09:00:00,9,0.2826494,15.0,14.95058305063986
1009,2022-07-17 10:00:00,10,0.2794648,15.0,14.921921650639861
1009,2022-07-17 11:00:00,11,0.27940127,15.0,14.921349880639859
1009,2022-07-17 12:00:00,12,0.27172184,15.0,14.852235010639859
1009,2022-07-17 13:00:00,13,0.26718968,15.0,14.81144557063986
1009,2022-07-17 14:00:00,14,0.27110028,15.0,14.84664097063986
1009,2022-07-17 15:00:00,15,0.2669431,15.0,14.809226350639861
1009,2022-07-17 16:00:00,16,0.25739262,15.0,14.723272030639862
1009,2022-07-17 17:00:00,17,0.24701388,15.0,14.62986337063986
1009,2022-07-17 18:00:00,18,0.25624678,15.0,14.712959470639861
1009,2022-07-17 19:00:00,19,0.31564447,15.0,15.24753868063986
1009,2022-07-17 20:00:00,20,0.2967144,15.0,15.077168050639859
1009,2022-07-17 21:00:00,21,0.30164284,15.0,15.12152401063986
1009,2022-07-17 22:00:00,22,0.31946662,15.0,15.281938030639859
1009,2022-07-17 23:00:00,23,0.3277124,15.0,15.356150050639862
1009,2022-07-18 00:00:00,0,0.3607538,15.0,15.65352265063986
1009,2022-07-18 01:00:00,1,0.35195982,15.0,15.574376830639858
1009,2022-07-18 02:00:00,2,0.34079203,15.0,15.47386672063986
1009,2022-07-18 03:00:00,3,0.33458677,15.0,15.41801938063986
1009,2022-07-18 04:00:00,4,0.33855173,15.0,15.45370402063986
1009,2022-07-18 05:00:00,5,0.33875072,15.0,15.455494930639862
1009,2022-07-18 06:00:00,6,0.33918267,15.0,15.45938248063986
1009,2022-07-18 07:00:00,7,0.2821807,15.0,14.94636475063986
1009,2022-07-18 08:00:00,8,0.24097106,15.0,14.575477990639861
1009,2022-07-18 09:00:00,9,0.19584025,15.0,14.169300700639859
1009,2022-07-18 10:00:00,10,0.16996992,10.5,13.93646773063986
1009,2022-07-18 11:00:00,11,0.16769592,10.5,13.916001730639861
1009,2022-07-18 12:00:00,12,0.1883752,15.0,14.10211525063986
1009,2022-07-18 13:00:00,13,0.19773906,15.0,14.18638999063986
1009,2022-07-18 14:00:00,14,0.18124905,10.5,14.03797990063986
1009,2022-07-18 15:00:00,15,0.17503123,10.5,13.98201952063986
1009,2022-07-18 16:00:00,16,0.1749261,10.5,13.98107335063986
1009,2022-07-18 17:00:00,17,0.18701729,15.0,14.08989406063986
1009,2022-07-18 18:00:00,18,0.19984972,15.0,14.20538593063986
1009,2022-07-18 19:00:00,19,0.23851094,15.0,14.55333691063986
1009,2022-07-18 20:00:00,20,0.31005707,15.0,15.19725208063986
1009,2022-07-18 21:00:00,21,0.3488288,15.0,15.546197650639861
1009,2022-07-18 22:00:00,22,0.35672915,15.0,15.617300800639862
1009,2022-07-18 23:00:00,23,0.37336996,15.0,15.767068090639862
1011,2022-07-13 05:00:00,5,0.30760944,15.0,15.175223410639862
1011,2022-07-13 06:00:00,6,0.288081,15.0,14.999467450639859
1011,2022-07-13 07:00:00,7,0.25507078,15.0,14.702375470639861
1011,2022-07-13 08:00:00,8,0.20006266,15.0,14.20730239063986
1011,2022-07-13 09:00:00,9,0.18263575,15.0,14.050460200639861
1011,2022-07-13 10:00:00,10,0.19417478,15.0,14.15431147063986
1011,2022-07-13 11:00:00,11,0.18554431,15.0,14.076637240639862
1011,2022-07-13 12:00:00,12,0.2029095,15.0,14.23292395063986
1011,2022-07-13 13:00:00,13,0.1903588,15.0,14.11996765063986
1011,2022-07-13 14:00:00,14,0.17885032,10.5,14.016391330639859
1011,2022-07-13 15:00:00,15,0.20176531,15.0,14.22262624063986
1011,2022-07-13 16:00:00,16,0.17896298,10.5,14.01740527063986
1011,2022-07-13 17:00:00,17,0.18057927,10.5,14.03195188063986
1011,2022-07-13 18:00:00,18,0.21155997,15.0,14.310778180639861
1011,2022-07-13 19:00:00,19,0.25880376,15.0,14.73597229063986
1011,2022-07-13 20:00:00,20,0.2827102,15.0,14.95113025063986
1011,2022-07-13 21:00:00,21,0.2935193,15.0,15.048412150639862
1011,2022-07-13 22:00:00,22,0.30473876,15.0,15.149387290639861
1011,2022-07-13 23:00:00,23,0.31936225,15.0,15.28099870063986
1011,2022-07-14 00:00:00,0,0.31667277,15.0,15.256793380639861
1011,2022-07-14 01:00:00,1,0.31046838,15.0,15.200953870639859
1011,2022-07-14 02:00:00,2,0.31605685,15.0,15.25125010063986
1011,2022-07-14 03:00:00,3,0.32358655,15.0,15.319017400639861
1011,2022-07-14 04:00:00,4,0.32561412,15.0,15.337265530639858
1011,2022-07-14 05:00:00,5,0.317272,15.0,15.26218645063986
1011,2022-07-14 06:00:00,6,0.318577,15.0,15.27393145063986
1011,2022-07-14 07:00:00,7,0.27172118,15.0,14.85222907063986
1011,2022-07-14 08:00:00,8,0.22382607,15.0,14.42117308063986
1011,2022-07-14 09:00:00,9,0.2098118,15.0,14.29504465063986
1011,2022-07-14 10:00:00,10,0.20213063,15.0,14.22591412063986
1011,2022-07-14 11:00:00,11,0.19194517,15.0,14.13424498063986
1011,2022-07-14 12:00:00,12,0.20349635,15.0,14.23820560063986
1011,2022-07-14 13:00:00,13,0.1976102,15.0,14.185230250639862
1011,2022-07-14 14:00:00,14,0.19464692,15.0,14.15856073063986
1011,2022-07-14 15:00:00,15,0.17816907,10.5,14.01026008063986
1011,2022-07-14 16:00:00,16,0.18413724,15.0,14.063973610639861
1011,2022-07-14 17:00:00,17,0.1891003,15.0,14.10864115063986
1011,2022-07-14 18:00:00,18,0.20989628,15.0,14.295804970639859
1011,2022-07-14 19:00:00,19,0.28256798,15.0,14.94985027063986
1011,2022-07-14 20:00:00,20,0.31688255,15.0,15.25868140063986
1011,2022-07-14 21:00:00,21,0.3152091,15.0,15.24362035063986
1011,2022-07-14 22:00:00,22,0.3220557,15.0,15.30523975063986
1011,2022-07-14 23:00:00,23,0.33588704,15.0,15.429721810639862
1011,2022-07-15 00:00:00,0,0.34880835,15.0,15.54601360063986
1011,2022-07-15 01:00:00,1,0.3499776,15.0,15.556536850639862
1011,2022-07-15 02:00:00,2,0.34149078,15.0,15.48015547063986
1011,2022-07-15 03:00:00,3,0.34145814,15.0,15.479861710639861
1011,2022-07-15 04:00:00,4,0.34054855,15.0,15.47167540063986
1011,2022-07-15 05:00:00,5,0.3408508,15.0,15.474395650639861
1011,2022-07-15 06:00:00,6,0.33916944,15.0,15.45926341063986
1011,2022-07-15 07:00:00,7,0.2922992,15.0,15.03743125063986
1011,2022-07-15 08:00:00,8,0.22821562,15.0,14.460679030639861
1011,2022-07-15 09:00:00,9,0.22571057,15.0,14.43813358063986
1011,2022-07-15 10:00:00,10,0.18596637,15.0,14.08043578063986
1011,2022-07-15 11:00:00,11,0.18275356,15.0,14.051520490639861
1011,2022-07-15 12:00:00,12,0.19467907,15.0,14.15885008063986
1011,2022-07-15 13:00:00,13,0.19183168,15.0,14.13322357063986
1011,2022-07-15 14:00:00,14,0.19684055,15.0,14.17830340063986
1011,2022-07-15 15:00:00,15,0.17956369,10.5,14.02281166063986
1011,2022-07-15 16:00:00,16,0.18345667,15.0,14.05784848063986
1011,2022-07-15 17:00:00,17,0.19908205,15.0,14.19847690063986
1011,2022-07-15 18:00:00,18,0.22303115,15.0,14.414018800639859
1011,2022-07-15 19:00:00,19,0.26503453,15.0,14.79204922063986
1011,2022-07-15 20:00:00,20,0.28684825,15.0,14.988372700639859
1011,2022-07-15 21:00:00,21,0.29284617,15.0,15.042353980639863
1011,2022-07-15 22:00:00,22,0.29679206,15.0,15.077866990639858
1011,2022-07-15 23:00:00,23,0.29315093,15.0,15.045096820639861
1011,2022-07-16 00:00:00,0,0.29048416,15.0,15.02109589063986
1011,2022-07-16 01:00:00,1,0.28881183,15.0,15.00604492063986
1011,2022-07-16 02:00:00,2,0.29799396,15.0,15.088684090639859
1011,2022-07-16 03:00:00,3,0.2964104,15.0,15.07443205063986
1011,2022-07-16 04:00:00,4,0.29860026,15.0,15.094140790639859
1011,2022-07-16 05:00:00,5,0.30413386,15.0,15.143943190639861
1011,2022-07-16 06:00:00,6,0.306824,15.0,15.16815445063986
1011,2022-07-16 07:00:00,7,0.28851262,15.0,15.003352030639862
1011,2022-07-16 08:00:00,8,0.2624936,15.0,14.769180850639861
1011,2022-07-16 09:00:00,9,0.25847438,15.0,14.733007870639861
1011,2022-07-16 10:00:00,10,0.25693646,15.0,14.71916659063986
1011,2022-07-16 11:00:00,11,0.25613818,15.0,14.711982070639861
1011,2022-07-16 12:00:00,12,0.26194364,15.0,14.76423121063986
1011,2022-07-16 13:00:00,13,0.27210373,15.0,14.85567202063986
1011,2022-07-16 14:00:00,14,0.24680546,15.0,14.62798759063986
1011,2022-07-16 15:00:00,15,0.23671317,15.0,14.53715698063986
1011,2022-07-16 16:00:00,16,0.24815312,15.0,14.64011653063986
1011,2022-07-16 17:00:00,17,0.24656251,15.0,14.62580104063986
1011,2022-07-16 18:00:00,18,0.25696528,15.0,14.719425970639861
1011,2022-07-16 19:00:00,19,0.28422764,15.0,14.96478721063986
1011,2022-07-16 20:00:00,20,0.2948227,15.0,15.060142750639859
1011,2022-07-16 21:00:00,21,0.31113353,15.0,15.206940220639861
1011,2022-07-16 22:00:00,22,0.31236276,15.0,15.21800329063986
1011,2022-07-16 23:00:00,23,0.32107612,15.0,15.29642353063986
1011,2022-07-17 00:00:00,0,0.32964507,15.0,15.37354408063986
1011,2022-07-17 01:00:00,1,0.32782388,15.0,15.357153370639859
1011,2022-07-17 02:00:00,2,0.32716644,15.0,15.35123641063986
1011,2022-07-17 03:00:00,3,0.3311518,15.0,15.387104650639861
1011,2022-07-17 04:00:00,4,0.33423936,15.0,15.41489269063986
1011,2022-07-17 05:00:00,5,0.33588675,15.0,15.429719200639862
1011,2022-07-17 06:00:00,6,0.33438545,15.0,15.416207500639862
1011,2022-07-17 07:00:00,7,0.31417385,15.0,15.234303100639861
1011,2022-07-17 08:00:00,8,0.3042443,15.0,15.144937150639862
1011,2022-07-17 09:00:00,9,0.3060372,15.0,15.161073250639859
1011,2022-07-17 10:00:00,10,0.27534214,15.0,14.884817710639862
1011,2022-07-17 11:00:00,11,0.2807029,15.0,14.93306455063986
1011,2022-07-17 12:00:00,12,0.28759763,15.0,14.995117120639861
1011,2022-07-17 13:00:00,13,0.2788041,15.0,14.91597535063986
1011,2022-07-17 14:00:00,14,0.27667385,15.0,14.89680310063986
1011,2022-07-17 15:00:00,15,0.27660206,15.0,14.89615699063986
1011,2022-07-17 16:00:00,16,0.25970945,15.0,14.74412350063986
1011,2022-07-17 17:00:00,17,0.2577915,15.0,14.72686195063986
