zone,hour_ts,utilization,volume,price,capacity,CBD,pred_utilization,pred_congest_prob,pred_charging_load
1000,2022-07-14 05:00:00,0.39335060449050085,29.71743055583333,0.9049333330000001,193,0,0.39301378,0.0,28.593759083027763
1000,2022-07-14 06:00:00,0.38082901554404147,28.54979166833333,0.9049333330000001,193,0,0.38977706,0.0,28.61444943713315
1000,2022-07-14 07:00:00,0.31563039723661485,23.781284723333332,0.9049333330000001,193,0,0.32565427,0.0,27.40813919558376
1000,2022-07-14 08:00:00,0.21848013816925735,15.292083331666666,0.9049333330000001,193,0,0.24468133,0.0,21.79522471261687
1000,2022-07-14 09:00:00,0.15544041450777202,10.459652778,0.9049333330000001,193,0,0.18328972,0.0,13.973573206033265
1000,2022-07-14 10:00:00,0.1481001727115717,9.624270833333332,0.9049333330000001,193,0,0.13908021,0.0,10.181193629424886
1000,2022-07-14 11:00:00,0.15112262521588946,9.722384259083332,0.9049333330000001,193,0,0.14645305,0.0,9.134486457940486
1000,2022-07-14 12:00:00,0.15544041450777202,10.076273147833334,0.9049333330000001,193,0,0.16301824,0.0,9.509607537697256
1000,2022-07-14 13:00:00,0.1683937823834197,11.343564813333332,0.9049333330000001,193,0,0.15862611,0.0,10.268553711194892
1000,2022-07-14 14:00:00,0.1748704663212435,12.17724537,0.9049333330000001,193,0,0.16739033,0.0,11.488385583104002
1000,2022-07-14 15:00:00,0.17012089810017272,11.544976853333333,0.9049333330000001,193,0,0.173295,0.0,12.060864834229776
1000,2022-07-14 16:00:00,0.1692573402417962,11.395578705833332,0.9049333330000001,193,0,0.17531237,0.0,11.677927223350993
1000,2022-07-14 17:00:00,0.1731433506044905,11.383425925833334,0.9049333330000001,193,0,0.17900562,0.0,11.589989249744834
1000,2022-07-14 18:00:00,0.2210708117443869,12.8054629625,0.9049333330000001,193,0,0.19114755,0.0,11.689046153090668
1000,2022-07-14 19:00:00,0.29317789291882557,18.970567130000003,0.9049333330000001,193,0,0.27159667,0.0,16.63533977887851
1000,2022-07-14 20:00:00,0.3493091537132988,26.28605324,0.9049333330000001,193,0,0.33661553,0.0,20.390249506560643
1000,2022-07-14 21:00:00,0.40241796200345425,30.7922222225,0.9049333330000001,193,0,0.38965827,0.0,27.66139511090265
1000,2022-07-14 22:00:00,0.40069084628670115,30.410624997499998,0.9049333330000001,193,0,0.444802,0.0,31.838170582869587
1000,2022-07-14 23:00:00,0.4075993091537133,30.819768520833335,0.9049333330000001,193,0,0.4176271,0.0,37.00959697315808
1000,2022-07-15 00:00:00,0.4114853195164076,31.315439814166666,0.9049333330000001,193,0,0.41680095,0.0,30.784090126376626
1000,2022-07-15 01:00:00,0.4265975820379965,32.60266203583333,0.9049333330000001,193,0,0.40827933,0.0,31.346805228782344
1000,2022-07-15 02:00:00,0.43523316062176165,33.54166667,0.9049333330000001,193,0,0.42567816,0.0,32.37928673674458
1000,2022-07-15 03:00:00,0.43523316062176165,33.54166667,0.9049333330000001,193,0,0.43103316,0.0,33.219931971204076
1000,2022-07-15 04:00:00,0.43523316062176165,33.54166667,0.9049333330000001,193,0,0.4308027,0.0,32.609348763698236
1000,2022-07-15 05:00:00,0.42487046632124353,32.42344907583333,0.9049333330000001,193,0,0.43338898,0.0,32.609348763698236
1000,2022-07-15 06:00:00,0.407167530224525,30.948263889166668,0.9049333330000001,193,0,0.41935158,0.0,31.085826178659257
1000,2022-07-15 07:00:00,0.35189982728842834,26.850428240833335,0.9049333330000001,193,0,0.34645548,0.0,29.9984487133693
1000,2022-07-15 08:00:00,0.28065630397236613,18.962141203333335,0.9049333330000001,193,0,0.2882493,0.0,23.24822125224061
1000,2022-07-15 09:00:00,0.22841105354058722,15.324247686666666,0.9049333330000001,193,0,0.2284494,0.0,17.03187499355712
1000,2022-07-15 10:00:00,0.2059585492227979,14.1179629625,0.9049333330000001,193,0,0.1811309,0.0,13.818594444511795
1000,2022-07-15 11:00:00,0.18523316062176165,11.909560183333333,0.9049333330000001,193,0,0.18669884,0.0,13.390460580975152
1000,2022-07-15 12:00:00,0.18652849740932642,11.940266203333332,0.9049333330000001,193,0,0.1883902,0.0,11.092518264812155
1000,2022-07-15 13:00:00,0.18825561312607944,12.395833334999999,0.9049333330000001,193,0,0.18259661,0.0,11.76160540773302
1000,2022-07-15 14:00:00,0.19386873920552675,13.745925925833333,0.9049333330000001,193,0,0.18131217,0.0,12.089028511417585
1000,2022-07-15 15:00:00,0.18177892918825558,13.230000000833334,0.9049333330000001,193,0,0.18753012,0.0,13.91958814297706
1000,2022-07-15 16:00:00,0.17271157167530224,12.888101851666667,0.9049333330000001,193,0,0.18123455,0.0,12.957583412195683
1000,2022-07-15 17:00:00,0.18739205526770294,13.766990740833334,0.9049333330000001,193,0,0.18243533,0.0,12.820856307823348
1000,2022-07-15 18:00:00,0.23100172711571676,17.347361111666668,0.9049333330000001,193,0,0.21213484,0.0,14.005231672931336
1000,2022-07-15 19:00:00,0.28929188255613125,22.741331016666667,0.9049333330000001,193,0,0.2876959,0.0,18.80665445871383
1000,2022-07-15 20:00:00,0.30526770293609673,23.811180555000004,0.9049333330000001,193,0,0.3373391,0.0,24.45359926623371
1000,2022-07-15 21:00:00,0.31563039723661485,24.255162036666665,0.9049333330000001,193,0,0.3404082,0.0,26.98471410257246
1000,2022-07-15 22:00:00,0.34326424870466316,26.90349537,0.9049333330000001,193,0,0.34104088,0.0,26.922782429725192
1000,2022-07-15 23:00:00,0.3553540587219344,28.206516205,0.9049333330000001,193,0,0.3749874,0.0,28.886221732959847
1000,2022-07-16 00:00:00,0.35751295336787564,28.29166667,0.9049333330000001,193,0,0.37331247,0.0,28.33258406563896
1000,2022-07-16 01:00:00,0.3661485319516407,29.020914354166667,0.9049333330000001,193,0,0.36382005,0.0,28.49753716908008
1000,2022-07-16 02:00:00,0.37219343696027635,29.16666667,0.9049333330000001,193,0,0.37220782,0.0,28.93659592527627
1000,2022-07-16 03:00:00,0.37305699481865284,29.377476850833332,0.9049333330000001,193,0,0.37791947,0.0,28.958484595201277
1000,2022-07-16 04:00:00,0.3713298791018998,29.369050924166668,0.9049333330000001,193,0,0.3811803,0.0,29.239047246242727
1000,2022-07-16 05:00:00,0.36787564766839376,29.16666667,0.9049333330000001,193,0,0.3781005,0.0,29.07842880572332
1000,2022-07-16 06:00:00,0.3657167530224525,29.061099539166666,0.9049333330000001,193,0,0.37114918,0.0,28.633704749573408
1000,2022-07-16 07:00:00,0.34715025906735747,28.0225231475,0.9049333330000001,193,0,0.35562485,0.0,28.282567942684015
1000,2022-07-16 08:00:00,0.27288428324697755,21.553356480833333,0.9049333330000001,193,0,0.3254037,0.0,27.290940888343666
1000,2022-07-16 09:00:00,0.20466321243523314,15.611377315,0.9049333330000001,193,0,0.23730302,0.0,19.774482103150557
1000,2022-07-16 10:00:00,0.17875647668393782,13.626666666666667,0.9049333330000001,193,0,0.18447003,0.0,14.09082903103616
1000,2022-07-16 11:00:00,0.1848013816925734,13.789756945,0.9049333330000001,193,0,0.17623782,0.0,13.198985357237285
1000,2022-07-16 12:00:00,0.2167530224525043,15.239016200833333,0.9049333330000001,193,0,0.1904293,0.0,13.830514806077808
1000,2022-07-16 13:00:00,0.23316062176165805,15.180358799166667,0.9049333330000001,193,0,0.21831046,0.0,15.188934565284546
1000,2022-07-16 14:00:00,0.23316062176165805,15.236504629166667,0.9049333330000001,193,0,0.22404866,0.0,15.09224102506682
1000,2022-07-16 15:00:00,0.2245250431778929,14.663541664999999,0.9049333330000001,193,0,0.22388443,0.0,15.173461770221522
1000,2022-07-16 16:00:00,0.22322970639032816,14.910081016666666,0.9049333330000001,193,0,0.22504339,0.0,14.264475462918945
1000,2022-07-16 17:00:00,0.21632124352331605,16.13103009083333,0.9049333330000001,193,0,0.22873953,0.0,14.811829162573233
1000,2022-07-16 18:00:00,0.21804835924006907,17.901608796666668,0.9049333330000001,193,0,0.22689754,0.0,16.521089504202504
1000,2022-07-16 19:00:00,0.25172711571675305,21.470474536666668,0.9049333330000001,193,0,0.24748473,0.0,19.788524230464965
1000,2022-07-16 20:00:00,0.2841105354058722,23.73712962916667,0.9049333330000001,193,0,0.28530166,0.0,22.989046656613063
1000,2022-07-16 21:00:00,0.309153713298791,25.115173610833335,0.9049333330000001,193,0,0.3024881,0.0,24.630195379311246
1000,2022-07-16 22:00:00,0.342832469775475,27.132372684999996,0.9049333330000001,193,0,0.32814533,0.0,26.306985825879245
1000,2022-07-16 23:00:00,0.35621761658031087,28.29166667,0.9049333330000001,193,0,0.3574435,0.0,27.871362859332564
1000,2022-07-17 00:00:00,0.36139896373056996,28.422187499166668,0.9049333330000001,193,0,0.3640792,0.0,27.92828436902914
1000,2022-07-17 01:00:00,0.36917098445595853,28.875,0.9049333330000001,193,0,0.35664615,0.0,27.94449911487145
1000,2022-07-17 02:00:00,0.3639896373056995,28.875,0.9049333330000001,193,0,0.36556992,0.0,28.16874012303543
1000,2022-07-17 03:00:00,0.35967184801381696,28.7128819425,0.9049333330000001,193,0,0.3586086,0.0,28.16874012303543
1000,2022-07-17 04:00:00,0.35276338514680483,28.323831020833335,0.9049333330000001,193,0,0.35895783,0.0,28.085691299990785
1000,2022-07-17 05:00:00,0.35060449050086356,28.202546298333335,0.9049333330000001,193,0,0.3529808,0.0,27.94449911487145
1000,2022-07-17 06:00:00,0.3346286701208981,26.684907408333334,0.9049333330000001,193,0,0.34834942,0.0,27.927881305845382
1000,2022-07-17 07:00:00,0.31088082901554404,23.891064815000004,0.9049333330000001,193,0,0.32701635,0.0,25.830586784017378
1000,2022-07-17 08:00:00,0.29015544041450775,22.128993055833334,0.9049333330000001,193,0,0.2765841,0.0,23.527384365311622
1000,2022-07-17 09:00:00,0.28324697754749567,21.606747684166667,0.9049333330000001,193,0,0.26215962,0.0,20.619494560632702
1000,2022-07-17 10:00:00,0.2979274611398964,22.964050925833334,0.9049333330000001,193,0,0.26888072,0.0,20.128586394853663
1000,2022-07-17 11:00:00,0.30310880829015546,23.228009258333334,0.9049333330000001,193,0,0.28688392,0.0,22.643318883348055
1000,2022-07-17 12:00:00,0.30958549222797926,23.608877314166666,0.9049333330000001,193,0,0.30304933,0.0,23.14613122144736
1000,2022-07-17 13:00:00,0.31001727115716754,23.951828705,0.9049333330000001,193,0,0.30000845,0.0,23.13543469582638
1000,2022-07-17 14:00:00,0.2914507772020725,22.2871412025,0.9049333330000001,193,0,0.29406157,0.0,23.13543469582638
1000,2022-07-17 15:00:00,0.26986183074265974,20.490717591666666,0.9049333330000001,193,0,0.27820137,0.0,20.740649088887967
1000,2022-07-17 16:00:00,0.2879965457685665,21.9006018525,0.9049333330000001,193,0,0.26623905,0.0,19.44749952561931
1000,2022-07-17 17:00:00,0.3026770293609672,22.779328705,0.9049333330000001,193,0,0.28605694,0.0,21.067590986185543
1000,2022-07-17 18:00:00,0.3242659758203799,23.572013887500002,0.9049333330000001,193,0,0.2967875,0.0,22.666610049871665
1000,2022-07-17 19:00:00,0.3316062176165803,24.058530094166667,0.9049333330000001,193,0,0.3347144,0.0,24.253230790883205
1000,2022-07-17 20:00:00,0.31735751295336784,22.606030092500003,0.9049333330000001,193,0,0.32952604,0.0,24.378837203628308
1000,2022-07-17 21:00:00,0.3216753022452504,22.5021643525,0.9049333330000001,193,0,0.32535514,0.0,23.65479209009113
1000,2022-07-17 22:00:00,0.3380829015544042,24.2771180525,0.9049333330000001,193,0,0.33526868,0.0,24.401919325983428
1000,2022-07-17 23:00:00,0.3510362694300518,25.504305556666665,0.9049333330000001,193,0,0.3477021,0.0,26.29655981736255
1000,2022-07-18 00:00:00,0.3657167530224525,26.10700231583333,0.9049333330000001,193,0,0.36322212,0.0,25.472471376418834
1000,2022-07-18 01:00:00,0.36873920552677025,26.7197453725,0.9049333330000001,193,0,0.36126924,0.0,25.793737257159282
1000,2022-07-18 02:00:00,0.3713298791018998,27.31134259416667,0.9049333330000001,193,0,0.3636226,0.0,25.988031149711478
1000,2022-07-18 03:00:00,0.37219343696027635,27.1891666675,0.9049333330000001,193,0,0.37157464,0.0,27.189806914418746
1000,2022-07-18 04:00:00,0.3639896373056995,26.4117129625,0.9049333330000001,193,0,0.3725858,0.0,26.70624393203194
1000,2022-07-18 05:00:00,0.35967184801381696,25.925277779166667,0.9049333330000001,193,0,0.36033604,0.0,25.741560611399073
1000,2022-07-18 06:00:00,0.3441278065630397,24.782673611666667,0.9049333330000001,193,0,0.35736856,0.0,25.63855679831696
1000,2022-07-18 07:00:00,0.28324697754749567,20.257627313333334,0.9049333330000001,193,0,0.30189836,0.0,24.79865975296608
1000,2022-07-18 08:00:00,0.19689119170984457,13.465601849166667,0.9049333330000001,193,0,0.23468934,0.0,20.29163097419179
1000,2022-07-18 09:00:00,0.19386873920552675,13.774039352499999,0.9049333330000001,193,0,0.19386318,0.0,14.307661567506573
1000,2022-07-18 10:00:00,0.20941278065630398,15.441400463333332,0.9049333330000001,193,0,0.2014643,0.0,14.471503452764672
1000,2022-07-18 11:00:00,0.20984455958549222,15.644027778333333,0.9049333330000001,193,0,0.21922144,0.0,16.790624798473264
1000,2022-07-18 12:00:00,0.21761658031088082,16.702615740833334,0.9049333330000001,193,0,0.22233084,0.0,16.741151455317432
1000,2022-07-18 13:00:00,0.2245250431778929,17.83817129666667,0.9049333330000001,193,0,0.22446357,0.0,17.557711670718923
1000,2022-07-18 14:00:00,0.20552677029360966,16.560752314166667,0.9049333330000001,193,0,0.22189888,0.0,18.075154911443022
1000,2022-07-18 15:00:00,0.19386873920552675,15.719131944166667,0.9049333330000001,193,0,0.20352188,0.0,17.43760979078088
1000,2022-07-18 16:00:00,0.19127806563039726,15.418391204166667,0.9049333330000001,193,0,0.20833197,0.0,16.68878331316596
1000,2022-07-18 17:00:00,0.19905008635578583,16.341678241666667,0.9049333330000001,193,0,0.21146779,0.0,17.946008380487747
1000,2022-07-18 18:00:00,0.23575129533678754,18.99787037,0.9049333330000001,193,0,0.23192044,0.0,19.18082439933871
1000,2022-07-18 19:00:00,0.30310880829015546,24.039085647500002,0.9049333330000001,193,0,0.30099204,0.0,20.777332850536855
1000,2022-07-18 20:00:00,0.31951640759930916,25.570092594166667,0.9049333330000001,193,0,0.34438723,0.0,24.793322666741926
1000,2022-07-18 21:00:00,0.33981001727115717,27.301944444166665,0.9049333330000001,193,0,0.3334466,0.0,26.03496127739514
1000,2022-07-18 22:00:00,0.35276338514680483,28.526944443333335,0.9049333330000001,193,0,0.35182977,0.0,27.58042091914177
1000,2022-07-18 23:00:00,0.36312607944732295,29.298078704166667,0.9049333330000001,193,0,0.360637,0.0,28.248285397030166
1009,2022-07-13 05:00:00,0.38389967637540456,41.33516203916667,0.960923077,206,0,0.40547383,0.0,42.073848090989586
1009,2022-07-13 06:00:00,0.3802588996763754,40.08715277666667,0.960923077,206,0,0.3793831,0.0,41.43900880140586
1009,2022-07-13 07:00:00,0.3086569579288026,31.98165509333333,0.960923077,206,0,0.33015677,0.0,39.04154494859719
1009,2022-07-13 08:00:00,0.21237864077669902,22.098287035833334,0.960923077,206,0,0.24025106,0.0,26.64659853307353
1009,2022-07-13 09:00:00,0.18810679611650485,19.038865741666665,0.960923077,206,0,0.18134652,0.0,21.030992024344165
1009,2022-07-13 10:00:00,0.17111650485436894,17.2930787025,0.960923077,206,0,0.17756298,0.0,18.747179745004033
1009,2022-07-13 11:00:00,0.16302588996763753,17.217164353333335,0.960923077,206,0,0.17204031,0.0,17.998695714460286
1009,2022-07-13 12:00:00,0.16262135922330098,17.248842593333332,0.960923077,206,0,0.17317535,0.0,18.014154211266792
1009,2022-07-13 13:00:00,0.1634304207119741,17.0377893525,0.960923077,206,0,0.16464002,0.0,17.97787918057518
1009,2022-07-13 14:00:00,0.20954692556634305,16.867326386666665,0.960923077,206,0,0.15892988,0.0,17.499124061336786
1009,2022-07-13 15:00:00,0.16545307443365695,15.765069445,0.960923077,206,0,0.21808463,0.0,16.538189976285093
1009,2022-07-13 16:00:00,0.1553398058252427,16.762893518333332,0.960923077,206,0,0.16028942,0.0,15.409476777725175
1009,2022-07-13 17:00:00,0.1743527508090615,18.895300926666668,0.960923077,206,0,0.16004033,0.0,16.904338103858205
1009,2022-07-13 18:00:00,0.21521035598705504,22.5705439825,0.960923077,206,0,0.19205205,0.0,19.83317715003915
1009,2022-07-13 19:00:00,0.27872168284789645,29.4026736125,0.960923077,206,0,0.273596,0.0,27.529293175371468
1009,2022-07-13 20:00:00,0.30461165048543687,32.644305554999995,0.960923077,206,0,0.32225895,0.0,33.55937818922179
1009,2022-07-13 21:00:00,0.3438511326860842,37.027326388333336,0.960923077,206,0,0.33339864,0.0,35.11929922222386
1009,2022-07-13 22:00:00,0.3822815533980583,39.804074074999996,0.960923077,206,0,0.3658192,0.0,38.91792223644711
1009,2022-07-13 23:00:00,0.40453074433656955,42.60990740666667,0.960923077,206,0,0.39828473,0.0,40.77773943704231
1009,2022-07-14 00:00:00,0.4008899676375404,43.279606480000005,0.960923077,206,0,0.42172158,0.0,42.50844616470813
1009,2022-07-14 01:00:00,0.39563106796116504,43.5446990725,0.960923077,206,0,0.401953,0.0,42.65349460676575
1009,2022-07-14 02:00:00,0.406957928802589,43.458333329999995,0.960923077,206,0,0.3962706,0.0,42.78995999212518
1009,2022-07-14 03:00:00,0.409789644012945,43.60481481333333,0.960923077,206,0,0.40767705,0.0,42.49148333618424
1009,2022-07-14 04:00:00,0.40453074433656955,43.637546295,0.960923077,206,0,0.4087993,0.0,42.8938963542832
1009,2022-07-14 05:00:00,0.3968446601941748,43.441481482499995,0.960923077,206,0,0.4024877,0.0,42.88244462081835
1009,2022-07-14 06:00:00,0.3851132686084142,42.09576388833333,0.960923077,206,0,0.39354217,0.0,42.42705751816458
1009,2022-07-14 07:00:00,0.3325242718446602,36.162858795,0.960923077,206,0,0.3367261,0.0,38.84768016665643
1009,2022-07-14 08:00:00,0.22572815533980584,24.500243055,0.960923077,206,0,0.2568352,0.0,30.94802158038907
1009,2022-07-14 09:00:00,0.18365695792880257,19.123854166666668,0.960923077,206,0,0.18780781,0.0,21.969272516599844
1009,2022-07-14 10:00:00,0.16302588996763753,17.28789351916667,0.960923077,206,0,0.16845992,0.0,18.33260557711172
1009,2022-07-14 11:00:00,0.14886731391585759,14.827280091666667,0.960923077,206,0,0.15958841,0.0,17.109159955374725
1009,2022-07-14 12:00:00,0.15533980582524273,14.937222223333334,0.960923077,206,0,0.15626808,0.0,14.719405823739308
1009,2022-07-14 13:00:00,0.16140776699029127,16.382754629166666,0.960923077,206,0,0.15858734,0.0,15.023919710852658
1009,2022-07-14 14:00:00,0.15736245954692557,16.073101851666667,0.960923077,206,0,0.1581756,0.0,16.16123002010682
1009,2022-07-14 15:00:00,0.12823624595469255,13.403703701666666,0.960923077,206,0,0.15665923,0.0,15.899677167999894
1009,2022-07-14 16:00:00,0.1492718446601942,15.297349535833334,0.960923077,206,0,0.13765362,0.0,13.574551228956677
1009,2022-07-14 17:00:00,0.15331715210355987,16.260902775833333,0.960923077,206,0,0.16106816,0.0,16.941547565782272
1009,2022-07-14 18:00:00,0.2010517799352751,18.193032405833332,0.960923077,206,0,0.17667624,0.0,19.08848595537879
1009,2022-07-14 19:00:00,0.2750809061488673,26.532430555,0.960923077,206,0,0.24898449,0.0,21.55269135300924
1009,2022-07-14 20:00:00,0.29449838187702265,31.355543980833332,0.960923077,206,0,0.3300085,0.0,29.266948770297507
1009,2022-07-14 21:00:00,0.30906148867313915,33.636701387500004,0.960923077,206,0,0.31425008,0.0,34.42077775975387
1009,2022-07-14 22:00:00,0.32524271844660196,34.54548611083333,0.960923077,206,0,0.33551347,0.0,35.86811460299349
1009,2022-07-14 23:00:00,0.3288834951456311,35.00121527833333,0.960923077,206,0,0.34774885,0.0,37.359664152335334
1009,2022-07-15 00:00:00,0.34627831715210355,36.750486110000004,0.960923077,206,0,0.3570303,0.0,35.441460747152455
1009,2022-07-15 01:00:00,0.35194174757281554,37.34953703833333,0.960923077,206,0,0.35403445,0.0,37.73379445907037
1009,2022-07-15 02:00:00,0.34627831715210355,36.81481481583334,0.960923077,206,0,0.35489148,0.0,38.23456742178415
1009,2022-07-15 03:00:00,0.3438511326860842,36.40956018333333,0.960923077,206,0,0.35071307,0.0,37.888855103678935
1009,2022-07-15 04:00:00,0.3406148867313916,36.379907405833336,0.960923077,206,0,0.34730536,0.0,37.37918166444463
1009,2022-07-15 05:00:00,0.34546925566343045,36.782569445,0.960923077,206,0,0.3454692,0.0,37.308408125982
1009,2022-07-15 06:00:00,0.3377831715210356,36.17363425833333,0.960923077,206,0,0.34317198,0.0,37.12279076901686
1009,2022-07-15 07:00:00,0.28236245954692557,30.153391205833334,0.960923077,206,0,0.30713138,0.0,35.606010999574934
1009,2022-07-15 08:00:00,0.2285598705501618,22.135393518333334,0.960923077,206,0,0.23825467,0.0,27.180378267141368
1009,2022-07-15 09:00:00,0.1686893203883495,16.852256945,0.960923077,206,0,0.20072025,0.0,20.24097110704154
1009,2022-07-15 10:00:00,0.1593851132686084,17.108113425833334,0.960923077,206,0,0.14880022,0.0,15.59878033678226
1009,2022-07-15 11:00:00,0.14927184466019416,16.171134258333332,0.960923077,206,0,0.1510799,0.0,16.820787838526954
1009,2022-07-15 12:00:00,0.13349514563106796,14.276759260833332,0.960923077,206,0,0.15575865,0.0,15.878965237075226
1009,2022-07-15 13:00:00,0.13349514563106796,14.363449075,0.960923077,206,0,0.13736835,0.0,14.063887638694506
1009,2022-07-15 14:00:00,0.1302588996763754,13.854490740000001,0.960923077,206,0,0.13324124,0.0,14.229607747531142
1009,2022-07-15 15:00:00,0.13147249190938512,14.111481482499999,0.960923077,206,0,0.12715593,0.0,13.620806100471077
1009,2022-07-15 16:00:00,0.12823624595469255,13.607303241666665,0.960923077,206,0,0.13719004,0.0,13.553961759018405
1009,2022-07-15 17:00:00,0.12580906148867313,13.447939814166666,0.960923077,206,0,0.13785891,0.0,14.79477538921143
1009,2022-07-15 18:00:00,0.15331715210355987,16.608310185,0.960923077,206,0,0.15082043,0.0,16.711987792611975
1009,2022-07-15 19:00:00,0.23624595469255663,26.001030091666667,0.960923077,206,0,0.21009399,0.0,20.411891345489714
1009,2022-07-15 20:00:00,0.27872168284789645,31.482499999166667,0.960923077,206,0,0.29087958,0.0,29.118724092966076
1009,2022-07-15 21:00:00,0.3094660194174757,35.2475115725,0.960923077,206,0,0.30578396,0.0,33.973792596863746
1009,2022-07-15 22:00:00,0.3207928802588997,35.84607639083333,0.960923077,206,0,0.32861045,0.0,37.140620780406266
1009,2022-07-15 23:00:00,0.32402912621359226,36.00446759166667,0.960923077,206,0,0.32785094,0.0,37.65308137755296
1009,2022-07-16 00:00:00,0.3365695792880259,37.403009258333334,0.960923077,206,0,0.33614936,0.0,36.05518372941003
1009,2022-07-16 01:00:00,0.34344660194174753,38.42659722166667,0.960923077,206,0,0.3375034,0.0,37.27783569586276
1009,2022-07-16 02:00:00,0.34344660194174753,38.192129629166665,0.960923077,206,0,0.3408851,0.0,38.423606238068224
1009,2022-07-16 03:00:00,0.3446601941747573,38.20833333,0.960923077,206,0,0.3428404,0.0,38.21842167219863
1009,2022-07-16 04:00:00,0.343042071197411,38.119050924166665,0.960923077,206,0,0.34351087,0.0,38.23894142325517
1009,2022-07-16 05:00:00,0.34344660194174753,38.12771990583334,0.960923077,206,0,0.34314266,0.0,40.37559299427541
1009,2022-07-16 06:00:00,0.33495145631067963,37.23424768583333,0.960923077,206,0,0.34283745,0.0,39.326324026159725
1009,2022-07-16 07:00:00,0.3050161812297734,33.802708333333335,0.960923077,206,0,0.3174793,0.0,35.3514738717166
1009,2022-07-16 08:00:00,0.2771035598705502,30.747337963333333,0.960923077,206,0,0.26458892,0.0,28.758781196913468
1009,2022-07-16 09:00:00,0.2520226537216828,27.959085648333332,0.960923077,206,0,0.24971898,0.0,28.924287931981276
1009,2022-07-16 10:00:00,0.22815533980582525,25.14587963,0.960923077,206,0,0.23227304,0.0,27.034877452507192
1009,2022-07-16 11:00:00,0.2245145631067961,24.484930555000002,0.960923077,206,0,0.21200864,0.0,24.112405029205743
1009,2022-07-16 12:00:00,0.22977346278317154,25.359120370833335,0.960923077,206,0,0.2206223,0.0,23.60393524756288
1009,2022-07-16 13:00:00,0.2544498381877023,28.950428240833332,0.960923077,206,0,0.21826962,0.0,24.36614126949361
1009,2022-07-16 14:00:00,0.23462783171521037,26.508611111666667,0.960923077,206,0,0.23467116,0.0,27.824788788504623
1009,2022-07-16 15:00:00,0.22006472491909387,24.919027777500002,0.960923077,206,0,0.21270922,0.0,24.843650691000192
